idx,rssi
2040,117.0
2041,117.0
2042,115.0
2043,119.0
2044,116.0
2045,115.0
2046,115.0
2047,118.0
2048,114.0
2049,117.0
2050,116.0
2051,113.0
2052,112.0
2053,117.0
2054,115.0
2055,125.0
2056,113.0
2057,113.0
2058,122.0
2059,122.0
2060,119.0
2061,116.0
2062,119.0
2063,110.0
2064,119.0
2065,118.0
2066,119.0
2067,122.0
2068,116.0
2069,118.0
2070,123.0
2071,118.0
2072,125.0
2073,117.0
2074,117.0
2075,117.0
2076,125.0
2077,122.0
2078,125.0
2079,129.0
2080,124.0
2081,121.0
2082,122.0
2083,124.0
2084,120.0
2085,111.0
2086,120.0
2087,114.0
2088,120.0
2089,116.0
2090,121.0
2091,122.0
2092,122.0
2093,117.0
2094,124.0
2095,120.0
2096,117.0
2097,119.0
2098,118.0
2099,115.0
2100,118.0
2101,117.0
2102,121.0
2103,116.0
2104,116.0
2105,118.0
2106,120.0
2107,122.0
2108,121.0
2109,117.0
2110,122.0
2111,121.0
2112,122.0
2113,119.0
2114,128.0
2115,115.0
2116,112.0
2117,118.0
2118,123.0
2119,123.0
2120,121.0
2121,121.0
2122,116.0
2123,124.0
2124,115.0
2125,122.0
2126,117.0
2127,117.0
2128,121.0
2129,124.0
2130,118.0
2131,117.0
2132,119.0
2133,120.0
2134,120.0
2135,120.0
